Document date,TotalCollection,lag_1,lag_2,lag_3,lag_7,rolling_mean_3,rolling_std_3,rolling_max_3,rolling_min_3,rolling_median_3,rolling_mean_7,rolling_std_7,ewm_3,ewm_7,diff_1,diff_7,Date,dayofweek,month,day,is_weekend,is_monday,is_friday,is_holiday,is_before_holiday,is_after_holiday
2024-02-19,1.685052842499999E9,3.4227566089999996E7,1.31005698646E9,1.5592734229100003E9,2.277616398E9,1.0097791316833338E9,8.654080632051556E8,1.685052842499999E9,3.4227566089999996E7,1.31005698646E9,1.3186092951271424E9,5.773435552874365E8,1.2073480673054838E9,1.213508931790495E9,1.6508252764099991E9,-5.92563555500001E8,2024-02-19T00:00:00.000Z,0,2,19,0,1,0,1,0,0
2024-02-20,1.6367701153700001E9,1.685052842499999E9,3.4227566089999996E7,1.31005698646E9,1.5359261477999988E9,1.1186835079866672E9,9.394766217799249E8,1.685052842499999E9,3.4227566089999996E7,1.6367701153700001E9,1.333015576208571E9,5.848789606308038E8,1.4220590913377419E9,1.3193242276853712E9,-4.828272712999892E7,1.0084396757000136E8,2024-02-20T00:00:00.000Z,1,2,20,0,0,0,0,0,1
2024-02-21,1.2948489524599993E9,1.6367701153700001E9,1.685052842499999E9,3.4227566089999996E7,1.57595762529E9,1.5388906367766669E9,2.1272062240851548E8,1.685052842499999E9,1.2948489524599993E9,1.6367701153700001E9,1.2928571943757138E9,5.749851264841352E8,1.3584540218988705E9,1.313205408879028E9,-3.419211629100008E8,-2.8110867283000064E8,2024-02-21T00:00:00.000Z,2,2,21,0,0,0,0,0,0
2024-02-22,1.5740103970200005E9,1.2948489524599993E9,1.6367701153700001E9,1.685052842499999E9,1.529770474839999E9,1.501876488283334E9,1.8201647179213282E8,1.6367701153700001E9,1.2948489524599993E9,1.5740103970200005E9,1.2991771832585714E9,5.782570073286756E8,1.4662322094594355E9,1.378406655914271E9,2.7916144456000113E8,4.42399221800015E7,2024-02-22T00:00:00.000Z,3,2,22,0,0,0,0,0,0
2024-02-23,1.96842618549E9,1.5740103970200005E9,1.2948489524599993E9,1.6367701153700001E9,1.5592734229100003E9,1.6124285116566675E9,3.3842803646161884E8,1.96842618549E9,1.2948489524599993E9,1.5740103970200005E9,1.357627577912857E9,6.275104291043768E8,1.7173291974747176E9,1.5259115383082032E9,3.9441578846999955E8,4.091527625799997E8,2024-02-23T00:00:00.000Z,4,2,23,0,0,1,0,0,0
2024-02-24,2.2832253464000002E8,1.96842618549E9,1.5740103970200005E9,1.2948489524599993E9,1.31005698646E9,1.2569197057166677E9,9.123596104655209E8,1.96842618549E9,2.2832253464000002E8,1.5740103970200005E9,1.2030940847957141E9,7.603199707945315E8,9.728258660573589E8,1.2015142873911526E9,-1.74010365085E9,-1.08173445182E9,2024-02-24T00:00:00.000Z,5,2,24,1,0,0,0,0,0
2024-02-25,8.671964638000001E7,2.2832253464000002E8,1.96842618549E9,1.5740103970200005E9,3.4227566089999996E7,7.611561221700007E8,1.0479210842579726E9,1.96842618549E9,8.671964638000001E7,2.2832253464000002E8,1.2105929534085712E9,7.470127246704545E8,5.297727562186794E8,9.228156271383646E8,-1.4160288826E8,5.2492080290000014E7,2024-02-25T00:00:00.000Z,6,2,25,1,0,0,0,0,0
2024-02-26,2.453051227080001E9,8.671964638000001E7,2.2832253464000002E8,1.96842618549E9,1.685052842499999E9,9.226978027000011E8,1.327214770534367E9,2.453051227080001E9,8.671964638000001E7,2.2832253464000002E8,1.3203070083485718E9,8.73927745241348E8,1.4914119916493402E9,1.3053745271237736E9,2.366331580700001E9,7.679983845800018E8,2024-02-26T00:00:00.000Z,0,2,26,0,1,0,0,0,0
2024-02-27,1.62172165965E9,2.453051227080001E9,8.671964638000001E7,2.2832253464000002E8,1.6367701153700001E9,1.3871641777033346E9,1.2004766539618394E9,2.453051227080001E9,8.671964638000001E7,1.62172165965E9,1.3181572289600003E9,8.730375866736139E8,1.5565668256496701E9,1.38446131025533E9,-8.313295674300008E8,-1.5048455720000029E7,2024-02-27T00:00:00.000Z,1,2,27,0,0,0,0,0,0
2024-02-28,2.0144993706800005E9,1.62172165965E9,2.453051227080001E9,8.671964638000001E7,1.2948489524599993E9,2.029757419136668E9,4.158747629429663E8,2.453051227080001E9,1.62172165965E9,2.0144993706800005E9,1.4209644315628574E9,9.113663389568757E8,1.7855330981648355E9,1.5419708253614976E9,3.9277771103000045E8,7.196504182200012E8,2024-02-28T00:00:00.000Z,2,2,28,0,0,0,0,0,0
2024-02-29,649999.98,2.0144993706800005E9,1.62172165965E9,2.453051227080001E9,1.5740103970200005E9,1.2122903434366677E9,1.0675311817410002E9,2.0144993706800005E9,649999.98,1.62172165965E9,1.196198660557143E9,1.0506953314362209E9,8.930915490724177E8,1.156640619016123E9,-2.0138493707000005E9,-1.5733603970400004E9,2024-02-29T00:00:00.000Z,3,2,29,0,0,0,0,0,0
2024-03-01,1.83501250135E9,649999.98,2.0144993706800005E9,1.62172165965E9,1.96842618549E9,1.283387290670001E9,1.1145021766513133E9,2.0144993706800005E9,649999.98,1.83501250135E9,1.1771395628228574E9,1.035452325112935E9,1.3640520252112088E9,1.3262335895995922E9,1.83436250137E9,-1.334136841400001E8,2024-03-01T00:00:00.000Z,4,3,1,0,0,1,0,0,0
2024-03-02,2.5609652448000002E8,1.83501250135E9,649999.98,2.0144993706800005E9,2.2832253464000002E8,6.972530086033341E8,9.93572206344939E8,1.83501250135E9,649999.98,2.5609652448000002E8,1.181107275657143E9,1.0312553379081926E9,8.100742748456044E8,1.0586993233196942E9,-1.57891597687E9,2.7773989840000004E7,2024-03-02T00:00:00.000Z,5,3,2,1,0,0,0,0,0
2024-03-03,4.177266953E7,2.5609652448000002E8,1.83501250135E9,649999.98,8.671964638000001E7,7.109605651200007E8,9.793381669305907E8,1.83501250135E9,4.177266953E7,2.5609652448000002E8,1.174686278964286E9,1.0393135466097469E9,4.259234721878022E8,8.044676598722707E8,-2.1432385495000002E8,-4.494697685000001E7,2024-03-03T00:00:00.000Z,6,3,3,1,0,0,0,0,0
2024-03-04,1.7373755159800007E9,4.177266953E7,2.5609652448000002E8,1.83501250135E9,2.453051227080001E9,6.78414903330001E8,9.233265202831602E8,1.7373755159800007E9,4.177266953E7,2.5609652448000002E8,1.0724468916642859E9,9.210743617892872E8,1.0816494940839014E9,1.0376946238992033E9,1.6956028464500008E9,-7.156757111000001E8,2024-03-04T00:00:00.000Z,0,3,4,0,1,0,0,0,0
2024-03-05,1.3815040544999998E9,1.7373755159800007E9,4.177266953E7,2.5609652448000002E8,1.62172165965E9,1.053550746670001E9,8.941097708390273E8,1.7373755159800007E9,4.177266953E7,1.3815040544999998E9,1.0381300909285717E9,9.014652830381595E8,1.2315767742919507E9,1.1236469815494025E9,-3.55871461480001E8,-2.4021760515000033E8,2024-03-05T00:00:00.000Z,1,3,5,0,0,0,0,0,0
2024-03-06,1.3590118020700004E9,1.3815040544999998E9,1.7373755159800007E9,4.177266953E7,2.0144993706800005E9,1.4926304575166676E9,2.122535820345831E8,1.7373755159800007E9,1.3590118020700004E9,1.3815040544999998E9,9.444890096985714E8,8.128269061925868E8,1.2952942881809754E9,1.182488186679552E9,-2.249225242999935E7,-6.554875686100001E8,2024-03-06T00:00:00.000Z,2,3,6,0,0,0,0,0,0
2024-03-07,1.308395336629999E9,1.3590118020700004E9,1.3815040544999998E9,1.7373755159800007E9,649999.98,1.3496370644000006E9,3.744509897085768E7,1.3815040544999998E9,1.308395336629999E9,1.3590118020700004E9,1.131309772077143E9,7.025438579794496E8,1.301844812405487E9,1.2139649741671638E9,-5.061646544000149E7,1.307745336649999E9,2024-03-07T00:00:00.000Z,3,3,7,0,0,0,0,0,0
2024-03-08,8.390495698700008E8,1.308395336629999E9,1.3590118020700004E9,1.3815040544999998E9,1.83501250135E9,1.1688189028566675E9,2.867078066207221E8,1.3590118020700004E9,8.390495698700008E8,1.308395336629999E9,9.890293532942858E8,6.337612202731674E8,1.070447191137744E9,1.120236123092873E9,-4.693457667599981E8,-9.959629314799991E8,2024-03-08T00:00:00.000Z,4,3,8,0,0,1,0,0,0
2024-03-09,1.2866732561E8,8.390495698700008E8,1.308395336629999E9,1.3590118020700004E9,2.5609652448000002E8,7.587040773700007E8,5.939537807103385E8,1.308395336629999E9,1.2866732561E8,8.390495698700008E8,9.708251820271429E8,6.596251776702995E8,5.995572583738719E8,8.723439237221549E8,-7.103822442600008E8,-1.2742919887000002E8,2024-03-09T00:00:00.000Z,5,3,9,1,0,0,0,0,0
2024-03-10,2.54744093E7,1.2866732561E8,8.390495698700008E8,1.308395336629999E9,4.177266953E7,3.3106376826000106E8,4.429439868337316E8,8.390495698700008E8,2.54744093E7,1.2866732561E8,9.684968591371429E8,6.634686396765659E8,3.1251583383693594E8,6.606265451166162E8,-1.0319291631E8,-1.629826023E7,2024-03-10T00:00:00.000Z,6,3,10,1,0,0,0,0,0
2024-03-11,2.6001026798000007E9,2.54744093E7,1.2866732561E8,8.390495698700008E8,1.7373755159800007E9,9.18081471570001E8,1.4575866022970219E9,2.6001026798000007E9,2.54744093E7,1.2866732561E8,1.0917435968257143E9,8.761448388272675E8,1.4563092568184683E9,1.1454955787874622E9,2.5746282705000005E9,8.627271638199999E8,2024-03-11T00:00:00.000Z,0,3,11,0,1,0,0,0,0
2024-03-12,1.599533225500001E9,2.6001026798000007E9,2.54744093E7,1.2866732561E8,1.3815040544999998E9,1.408370104866668E9,1.297915708677634E9,2.6001026798000007E9,2.54744093E7,1.599533225500001E9,1.1228906212542858E9,8.918965649917252E8,1.5279212411592345E9,1.259004990465597E9,-1.0005694542999997E9,2.180291710000012E8,2024-03-12T00:00:00.000Z,1,3,12,0,0,0,0,0,0
2024-03-13,1.6675730389300005E9,1.599533225500001E9,2.6001026798000007E9,2.54744093E7,1.3590118020700004E9,1.9557363147433348E9,5.590736654191067E8,2.6001026798000007E9,1.599533225500001E9,1.6675730389300005E9,1.1669707979485717E9,9.128892946863539E8,1.5977471400446177E9,1.3611470025816977E9,6.803981342999959E7,3.0856123686000013E8,2024-03-13T00:00:00.000Z,2,3,13,0,0,0,0,0,0
2024-03-14,1.5117673221600006E9,1.6675730389300005E9,1.599533225500001E9,2.6001026798000007E9,1.308395336629999E9,1.592957862196668E9,7.811070282927781E7,1.6675730389300005E9,1.5117673221600006E9,1.599533225500001E9,1.196023938738572E9,9.21337463885734E8,1.5547572311023092E9,1.3988020824762735E9,-1.5580571676999998E8,2.0337198553000164E8,2024-03-14T00:00:00.000Z,3,3,14,0,0,0,0,0,0
2024-03-15,1.85326846881E9,1.5117673221600006E9,1.6675730389300005E9,1.599533225500001E9,8.390495698700008E8,1.6775362766333344E9,1.70968441152068E8,1.85326846881E9,1.5117673221600006E9,1.6675730389300005E9,1.3409123528728576E9,9.354827130581338E8,1.7040128499561546E9,1.5124186790597053E9,3.415011466499994E8,1.0142188989399991E9,2024-03-15T00:00:00.000Z,4,3,15,0,0,1,0,0,0
2024-03-16,5.5620697677E8,1.85326846881E9,1.5117673221600006E9,1.6675730389300005E9,1.2866732561E8,1.307080922580001E9,6.723202511921145E8,1.85326846881E9,5.5620697677E8,1.5117673221600006E9,1.4019894458957145E9,8.53510308539581E8,1.1301099133630772E9,1.273365753487279E9,-1.29706149204E9,4.2753965115999997E8,2024-03-16T00:00:00.000Z,5,3,16,1,0,0,0,0,0
2024-03-17,2.8241880920000006E7,5.5620697677E8,1.85326846881E9,1.5117673221600006E9,2.54744093E7,8.125724421666675E8,9.391341493697234E8,1.85326846881E9,2.8241880920000006E7,5.5620697677E8,1.402384798984286E9,8.527667434957556E8,5.791758971415386E8,9.620847853454592E8,-5.2796509584999996E8,2767471.620000005,2024-03-17T00:00:00.000Z,6,3,17,1,0,0,0,0,0
2024-03-18,2.0697406770700004E9,2.8241880920000006E7,5.5620697677E8,1.85326846881E9,2.6001026798000007E9,8.84729844920001E8,1.059657864522132E9,2.0697406770700004E9,2.8241880920000006E7,5.5620697677E8,1.326618798594286E9,7.45421474867107E8,1.3244582871057696E9,1.2389987582765946E9,2.0414987961500003E9,-5.3036200273000026E8,2024-03-18T00:00:00.000Z,0,3,18,0,1,0,0,0,0
2024-03-19,1.3219722919899998E9,2.0697406770700004E9,2.8241880920000006E7,5.5620697677E8,1.599533225500001E9,1.139984949993334E9,1.0328450407276673E9,2.0697406770700004E9,2.8241880920000006E7,1.3219722919899998E9,1.286967236664286E9,7.358048464350954E8,1.3232152895478847E9,1.259742141704946E9,-7.477683850800006E8,-2.775609335100012E8,2024-03-19T00:00:00.000Z,1,3,19,0,0,0,0,0,0
2024-03-20,1.2511027219800003E9,1.3219722919899998E9,2.0697406770700004E9,2.8241880920000006E7,1.6675730389300005E9,1.5476052303466675E9,4.535688399042472E8,2.0697406770700004E9,1.2511027219800003E9,1.3219722919899998E9,1.2274714771000001E9,7.164844614593928E8,1.2871590057639425E9,1.2575822867737095E9,-7.086957000999951E7,-4.164703169500003E8,2024-03-20T00:00:00.000Z,2,3,20,0,0,0,0,0,0
2024-03-21,1.8283723905200005E9,1.2511027219800003E9,1.3219722919899998E9,2.0697406770700004E9,1.5117673221600006E9,1.4671491348300009E9,3.148290080771081E8,1.8283723905200005E9,1.2511027219800003E9,1.3219722919899998E9,1.2727007725800002E9,7.467750505919691E8,1.5577656981419716E9,1.4002798127102823E9,5.772696685400002E8,3.166050683599999E8,2024-03-21T00:00:00.000Z,3,3,21,0,0,0,0,0,0
2024-03-22,2.760083427220001E9,1.8283723905200005E9,1.2511027219800003E9,1.3219722919899998E9,1.85326846881E9,1.9465195132400014E9,7.613965781062562E8,2.760083427220001E9,1.2511027219800003E9,1.8283723905200005E9,1.4022457666385715E9,9.222990142517513E8,2.1589245626809864E9,1.740230716337712E9,9.317110367000008E8,9.068149584100013E8,2024-03-22T00:00:00.000Z,4,3,22,0,0,1,0,0,0
2024-03-23,3.260992175300001E8,2.760083427220001E9,1.8283723905200005E9,1.2511027219800003E9,5.5620697677E8,1.6381850117566679E9,1.2280872169906003E9,2.760083427220001E9,3.260992175300001E8,1.8283723905200005E9,1.369373229604286E9,9.607773211916335E8,1.2425118901054933E9,1.386697841635784E9,-2.433984209690001E9,-2.301077592399999E8,2024-03-23T00:00:00.000Z,5,3,23,1,0,0,0,0,0
2024-03-24,7.364703871000001E7,3.260992175300001E8,2.760083427220001E9,1.8283723905200005E9,2.8241880920000006E7,1.0532765611533346E9,1.4835178745761652E9,2.760083427220001E9,7.364703871000001E7,3.260992175300001E8,1.3758596807171433E9,9.50310205012591E8,6.580794644077467E8,1.0584351409043379E9,-2.5245217882000008E8,4.540515779000001E7,2024-03-24T00:00:00.000Z,6,3,24,1,0,0,0,0,0
2024-03-25,1.0078390881300001E9,7.364703871000001E7,3.260992175300001E8,2.760083427220001E9,2.0697406770700004E9,4.691951147900009E8,4.8325564989906746E8,1.0078390881300001E9,7.364703871000001E7,3.260992175300001E8,1.2241594537257144E9,9.04748079291526E8,8.329592762688735E8,1.0457861277107534E9,9.341920494200001E8,-1.0619015889400003E9,2024-03-25T00:00:00.000Z,0,3,25,0,1,0,0,0,0
2024-03-26,4.985703781900001E8,1.0078390881300001E9,7.364703871000001E7,3.260992175300001E8,1.3219722919899998E9,5.266855016766675E8,4.6773020153330874E8,1.0078390881300001E9,7.364703871000001E7,4.985703781900001E8,1.1065306088971431E9,9.426444063685731E8,6.657648272294368E8,9.089821903305651E8,-5.0926870994E8,-8.234019137999997E8,2024-03-26T00:00:00.000Z,1,3,26,0,0,0,0,0,0
2024-03-28,834215.1399999999,4.985703781900001E8,1.0078390881300001E9,7.364703871000001E7,1.2511027219800003E9,5.024145604866676E8,5.0351344258078235E8,1.0078390881300001E9,834215.1399999999,4.985703781900001E8,9.279208222057146E8,1.025493709481792E9,3.332995211847184E8,6.819451965329238E8,-4.9773616305000013E8,-1.2502685068400002E9,2024-03-28T00:00:00.000Z,3,3,28,0,0,0,0,0,0
2024-03-30,0.0,834215.1399999999,4.985703781900001E8,1.0078390881300001E9,1.8283723905200005E9,1.664681977766675E8,2.8760922734709734E8,4.985703781900001E8,0.0,834215.1399999999,6.667247664171431E8,9.901586116718098E8,1.666497605923592E8,5.114588973996929E8,-834215.1399999999,-1.8283723905200005E9,2024-03-30T00:00:00.000Z,5,3,30,1,0,0,0,0,0
2024-04-01,1.7339241236E8,0.0,834215.1399999999,4.985703781900001E8,2.760083427220001E9,5.80755425000008E7,9.986820982904297E7,1.7339241236E8,0.0,834215.1399999999,2.9719747858000004E8,3.623667275046022E8,1.700210864761796E8,4.269422761397697E8,1.7339241236E8,-2.586691014860001E9,2024-04-01T00:00:00.000Z,0,4,1,0,1,0,0,0,0
2024-04-02,2.569023568779999E9,1.7339241236E8,0.0,834215.1399999999,3.260992175300001E8,9.141386603800005E8,1.4357922124052498E9,2.569023568779999E9,0.0,1.7339241236E8,6.176152430442857E8,9.335901615380117E8,1.3695223276280892E9,9.62462599299827E8,2.3956311564199986E9,2.2429243512499986E9,2024-04-02T00:00:00.000Z,1,4,2,0,0,0,0,0,0
2024-04-03,1.5189531312400002E9,2.569023568779999E9,1.7339241236E8,0.0,7.364703871000001E7,1.4204563707933338E9,1.2008490197632768E9,2.569023568779999E9,1.7339241236E8,1.5189531312400002E9,8.240875419771427E8,9.528585456498375E8,1.4442377294340448E9,1.1015852322848701E9,-1.0500704375399985E9,1.4453060925300002E9,2024-04-03T00:00:00.000Z,2,4,3,0,0,0,0,0,0
2024-04-04,1.3553626264699998E9,1.5189531312400002E9,2.569023568779999E9,1.7339241236E8,1.0078390881300001E9,1.814446442163334E9,6.585821462221136E8,2.569023568779999E9,1.3553626264699998E9,1.5189531312400002E9,8.737337617399998E8,9.7287133466179E8,1.3998001779520223E9,1.1650295808311524E9,-1.6359050477000046E8,3.475235383399997E8,2024-04-04T00:00:00.000Z,3,4,4,0,0,0,0,0,0
2024-04-05,1.3413127802599993E9,1.3553626264699998E9,1.5189531312400002E9,2.569023568779999E9,4.985703781900001E8,1.4052095126566672E9,9.875503845858242E7,1.5189531312400002E9,1.3413127802599993E9,1.3553626264699998E9,9.941255334642855E8,9.708497245669842E8,1.370556479106011E9,1.209100380688364E9,-1.4049846210000515E7,8.427424020699992E8,2024-04-05T00:00:00.000Z,4,4,5,0,0,1,0,0,0
2024-04-06,5.36591189E8,1.3413127802599993E9,1.3553626264699998E9,1.5189531312400002E9,834215.1399999999,1.0777555319100006E9,4.6871471501601255E8,1.3553626264699998E9,5.36591189E8,1.3413127802599993E9,1.070662244015714E9,8.978678524725925E8,9.535738340530055E8,1.040973082766273E9,-8.047215912599993E8,5.3575697386E8,2024-04-06T00:00:00.000Z,5,4,6,1,0,0,0,0,0
2024-04-07,2.817235456E7,5.36591189E8,1.3413127802599993E9,1.3553626264699998E9,0.0,6.353587746066672E8,6.621183590392457E8,1.3413127802599993E9,2.817235456E7,5.36591189E8,1.074686866095714E9,8.923148014012848E8,4.908730943065027E8,7.877729007147048E8,-5.0841883444E8,2.817235456E7,2024-04-07T00:00:00.000Z,6,4,7,1,0,0,0,0,0
2024-04-08,2.1708853801499996E9,2.817235456E7,5.36591189E8,1.3413127802599993E9,1.7339241236E8,9.118829745700006E8,1.1195703286285787E9,2.1708853801499996E9,2.817235456E7,5.36591189E8,1.3600430043514285E9,8.752787022045665E8,1.3308792372282512E9,1.1335510205735285E9,2.1427130255899997E9,1.9974929677899995E9,2024-04-08T00:00:00.000Z,0,4,8,0,1,0,0,0,0
2024-04-09,6.3277085959E8,2.1708853801499996E9,2.817235456E7,5.36591189E8,2.569023568779999E9,9.439428647666674E8,1.1047288310316315E9,2.1708853801499996E9,2.817235456E7,6.3277085959E8,1.0834354744671428E9,7.220786577024825E8,9.818250484091256E8,1.0083559803276465E9,-1.5381145205599995E9,-1.9362527091899986E9,2024-04-09T00:00:00.000Z,1,4,9,0,0,0,0,0,0
2024-04-10,2.2195393715300016E9,6.3277085959E8,2.1708853801499996E9,2.817235456E7,1.5189531312400002E9,1.6743985370900013E9,9.024039930207738E8,2.2195393715300016E9,6.3277085959E8,2.1708853801499996E9,1.1835192230800002E9,8.325988095377628E8,1.6006822099695635E9,1.3111518281282353E9,1.5867685119400015E9,7.005862402900014E8,2024-04-10T00:00:00.000Z,2,4,10,0,0,0,0,0,0
2024-04-11,3.1844026552E8,2.2195393715300016E9,6.3277085959E8,2.1708853801499996E9,1.3553626264699998E9,1.0569168322133347E9,1.0190531425237125E9,2.2195393715300016E9,3.1844026552E8,6.3277085959E8,1.0353874572300001E9,8.873701757637337E8,9.595612377447817E8,1.0629739374761765E9,-1.9010991060100017E9,-1.0369223609499998E9,2024-04-11T00:00:00.000Z,3,4,11,0,0,0,0,0,0
2024-04-12,1.7843042501799996E9,3.1844026552E8,2.2195393715300016E9,6.3277085959E8,1.3413127802599993E9,1.4407612957433345E9,9.960224765914239E8,2.2195393715300016E9,3.1844026552E8,1.7843042501799996E9,1.0986719529328573E9,9.277038446909938E8,1.3719327439623907E9,1.2433065156521323E9,1.4658639846599996E9,4.429914699200003E8,2024-04-12T00:00:00.000Z,4,4,12,0,0,1,0,0,0
2024-04-13,3.3490714543E8,1.7843042501799996E9,3.1844026552E8,2.2195393715300016E9,5.36591189E8,8.125505537100006E8,8.41603662352907E8,1.7843042501799996E9,3.1844026552E8,3.3490714543E8,1.0698599467085714E9,9.509116253017911E8,8.534199446961954E8,1.0162066730965992E9,-1.4493971047499995E9,-2.0168404357E8,2024-04-13T00:00:00.000Z,5,4,13,1,0,0,0,0,0
2024-04-14,2.196045794E7,3.3490714543E8,1.7843042501799996E9,3.1844026552E8,2.817235456E7,7.13723951183334E8,9.402608891964966E8,1.7843042501799996E9,2.196045794E7,3.3490714543E8,1.0689725329057144E9,9.520479943440268E8,4.376902013180977E8,7.676451193074495E8,-3.1294668749E8,-6211896.619999997,2024-04-14T00:00:00.000Z,6,4,14,1,0,0,0,0,0
2024-04-15,2.229645487089999E9,2.196045794E7,3.3490714543E8,1.7843042501799996E9,2.1708853801499996E9,8.62171030153334E8,1.1945600445701401E9,2.229645487089999E9,2.196045794E7,3.3490714543E8,1.077366833897143E9,9.635722455906658E8,1.3336678442040484E9,1.133145211253087E9,2.207685029149999E9,5.876010693999958E7,2024-04-15T00:00:00.000Z,0,4,15,0,1,0,0,0,0
2024-04-16,1.6197722390199997E9,2.229645487089999E9,2.196045794E7,3.3490714543E8,6.3277085959E8,1.290459394683334E9,1.1400892548687096E9,2.229645487089999E9,2.196045794E7,1.6197722390199997E9,1.2183670309585714E9,9.59878420163432E8,1.476720041612024E9,1.2548019681948152E9,-6.098732480699995E8,9.870013794299997E8,2024-04-16T00:00:00.000Z,1,4,16,0,0,0,0,0,0
2024-04-17,8.3721783836E8,1.6197722390199997E9,2.229645487089999E9,2.196045794E7,2.2195393715300016E9,1.562211854823334E9,6.979961229180226E8,2.229645487089999E9,8.3721783836E8,1.6197722390199997E9,1.0208925262199999E9,8.561692667840986E8,1.156968939986012E9,1.1504059357361114E9,-7.825544006599997E8,-1.3823215331700015E9,2024-04-17T00:00:00.000Z,2,4,17,0,0,0,0,0,0
2024-04-18,1.5660195164399998E9,8.3721783836E8,1.6197722390199997E9,2.229645487089999E9,3.1844026552E8,1.3410031979400008E9,4.371179534079501E8,1.6197722390199997E9,8.3721783836E8,1.5660195164399998E9,1.1991181334942853E9,8.144045439869441E8,1.361494228213006E9,1.2543093309120834E9,7.288016780799998E8,1.2475792509199998E9,2024-04-18T00:00:00.000Z,3,4,18,0,0,0,0,0,0
2024-04-19,2.4496767574799995E9,1.5660195164399998E9,8.3721783836E8,1.6197722390199997E9,1.7843042501799996E9,1.6176380374266675E9,8.074678292316353E8,2.4496767574799995E9,8.3721783836E8,1.5660195164399998E9,1.294171348822857E9,9.253591061720071E8,1.9055854928465028E9,1.5531511875540624E9,8.836572410399997E8,6.653725073E8,2024-04-19T00:00:00.000Z,4,4,19,0,0,1,0,0,0
2024-04-20,5.363502295100001E8,2.4496767574799995E9,1.5660195164399998E9,8.3721783836E8,3.3490714543E8,1.5173488344766674E9,9.575913675052199E8,2.4496767574799995E9,5.363502295100001E8,1.5660195164399998E9,1.322948932262857E9,8.931260497132038E8,1.2209678611782515E9,1.298950948043047E9,-1.9133265279699993E9,2.014430840800001E8,2024-04-20T00:00:00.000Z,5,4,20,1,0,0,0,0,0
2024-04-21,3.3669011760000005E7,5.363502295100001E8,2.4496767574799995E9,1.5660195164399998E9,2.196045794E7,1.0065653329166675E9,1.274794116494333E9,2.4496767574799995E9,3.3669011760000005E7,5.363502295100001E8,1.3246215828085713E9,8.902899305684894E8,6.273184364691257E8,9.826304639722853E8,-5.026812177500001E8,1.1708553820000004E7,2024-04-21T00:00:00.000Z,6,4,21,1,0,0,0,0,0
2024-04-22,2.1164192489100015E9,3.3669011760000005E7,5.363502295100001E8,2.4496767574799995E9,2.229645487089999E9,8.954794967266682E8,1.0868268079670212E9,2.1164192489100015E9,3.3669011760000005E7,5.363502295100001E8,1.3084464059257145E9,8.719461742869992E8,1.3718688426895638E9,1.2660776602067144E9,2.0827502371500015E9,-1.1322623817999768E8,2024-04-22T00:00:00.000Z,0,4,22,0,1,0,0,0,0
2024-04-23,1.1382183006800003E9,2.1164192489100015E9,3.3669011760000005E7,5.363502295100001E8,1.6197722390199997E9,1.0961021871166682E9,1.0420136577096093E9,2.1164192489100015E9,3.3669011760000005E7,1.1382183006800003E9,1.2396529861628573E9,8.622322653407083E8,1.255043571684782E9,1.2341128203250358E9,-9.782009482300012E8,-4.8155393833999944E8,2024-04-23T00:00:00.000Z,1,4,23,0,0,0,0,0,0
2024-04-24,1.1868935653899999E9,1.1382183006800003E9,2.1164192489100015E9,3.3669011760000005E7,8.3721783836E8,1.4805103716600018E9,5.512507555302457E8,2.1164192489100015E9,1.1382183006800003E9,1.1868935653899999E9,1.2896066614528575E9,8.449880469505419E8,1.220968568537391E9,1.2223080065912766E9,4.867526470999956E7,3.4967572702999985E8,2024-04-24T00:00:00.000Z,2,4,24,0,0,0,0,0,0
2024-04-25,1.4046383715800002E9,1.1868935653899999E9,1.1382183006800003E9,2.1164192489100015E9,1.5660195164399998E9,1.243250079216668E9,1.4186950353269663E8,1.4046383715800002E9,1.1382183006800003E9,1.1868935653899999E9,1.266552212187143E9,8.383651224706889E8,1.3128034700586956E9,1.2678905978384576E9,2.177448061900003E8,-1.6138114485999966E8,2024-04-25T00:00:00.000Z,3,4,25,0,0,0,0,0,0
2024-04-26,1.33439966382E9,1.4046383715800002E9,1.1868935653899999E9,1.1382183006800003E9,2.4496767574799995E9,1.308643866930001E9,1.111337975629443E8,1.4046383715800002E9,1.1868935653899999E9,1.33439966382E9,1.1072269130928574E9,6.638604524484061E8,1.3236015669393477E9,1.2845178643338432E9,-7.023870776000023E7,-1.1152770936599996E9,2024-04-26T00:00:00.000Z,4,4,26,0,0,1,0,0,0
2024-04-27,2.1760003694000003E8,1.33439966382E9,1.4046383715800002E9,1.1868935653899999E9,5.363502295100001E8,9.855460241133343E8,6.65987348550008E8,1.4046383715800002E9,2.1760003694000003E8,1.33439966382E9,1.0616911712971431E9,7.18248502307145E8,7.706008019396739E8,1.0177884074853824E9,-1.1167996268799999E9,-3.1875019257000005E8,2024-04-27T00:00:00.000Z,5,4,27,1,0,0,0,0,0
2024-04-28,1.3863733899999999E7,2.1760003694000003E8,1.33439966382E9,1.4046383715800002E9,3.3669011760000005E7,5.219544782200009E8,7.109342480128298E8,1.33439966382E9,1.3863733899999999E7,2.1760003694000003E8,1.0588618458885716E9,7.229963357313462E8,3.9223226791983694E8,7.668072390890368E8,-2.0373630304000002E8,-1.9805277860000007E7,2024-04-28T00:00:00.000Z,6,4,28,1,0,0,0,0,0
