Document date,TotalCollection,lag_1,lag_2,lag_3,lag_7,rolling_mean_3,rolling_std_3,rolling_max_3,rolling_min_3,rolling_median_3,rolling_mean_7,rolling_std_7,ewm_3,ewm_7,diff_1,diff_7,Date,dayofweek,month,day,is_weekend,is_monday,is_friday,is_holiday,is_before_holiday,is_after_holiday
2024-09-27,2.47544306095E9,1.6599830764899998E9,1.69513007158E9,2.37632910842E9,1.7140290284300005E9,1.9435187363400009E9,4.609950576197332E8,2.47544306095E9,1.6599830764899998E9,1.69513007158E9,1.697355088672857E9,8.96075870784506E8,2.116217007020749E9,1.9123661104198306E9,8.1545998446E8,7.614140325199993E8,2024-09-27T00:00:00.000Z,4,9,27,0,0,1,0,0,0
2024-09-28,4.447268275E8,2.47544306095E9,1.6599830764899998E9,1.69513007158E9,1.0523078124699999E9,1.5267176549800007E9,1.0218962078543113E9,2.47544306095E9,4.447268275E8,1.6599830764899998E9,1.6105578051057146E9,9.931403887268425E8,1.2804719172603745E9,1.545456289689873E9,-2.0307162334499998E9,-6.075809849699999E8,2024-09-28T00:00:00.000Z,5,9,28,1,0,0,0,0,0
2024-09-29,5.17507748E7,4.447268275E8,2.47544306095E9,1.6599830764899998E9,7.917972041999999E7,9.906402210833344E8,1.3008025020947697E9,2.47544306095E9,5.17507748E7,4.447268275E8,1.6066393843028572E9,1.0002183121404662E9,6.661113460301872E8,1.1720299109674048E9,-3.929760527E8,-2.742894561999999E7,2024-09-29T00:00:00.000Z,6,9,29,1,0,0,0,0,0
2024-09-30,4.840951126950003E9,5.17507748E7,4.447268275E8,2.47544306095E9,2.5431127703800006E9,1.779142909750002E9,2.6588737679107695E9,4.840951126950003E9,5.17507748E7,4.447268275E8,1.9349020066700003E9,1.5722656493490376E9,2.753531236490095E9,2.0892602149630542E9,4.7892003521500025E9,2.297838356570002E9,2024-09-30T00:00:00.000Z,0,9,30,0,1,0,0,0,0
2024-10-01,1.7997160094900007E9,4.840951126950003E9,5.17507748E7,4.447268275E8,2.37632910842E9,2.2308059704133353E9,2.4235281964658656E9,4.840951126950003E9,5.17507748E7,1.7997160094900007E9,1.8525287068228574E9,1.5603437375953362E9,2.276623622990048E9,2.0168741635947907E9,-3.041235117460002E9,-5.766130989299994E8,2024-10-01T00:00:00.000Z,1,10,1,0,0,0,0,0,0
2024-10-02,9.449252608000001E7,1.7997160094900007E9,4.840951126950003E9,5.17507748E7,1.69513007158E9,2.245053220840002E9,2.404362958519981E9,4.840951126950003E9,9.449252608000001E7,1.7997160094900007E9,1.6238662003228576E9,1.6984280264404528E9,1.185558074535024E9,1.536278754216093E9,-1.7052234834100008E9,-1.6006375455E9,2024-10-02T00:00:00.000Z,2,10,2,0,0,0,0,0,0
2024-10-03,2.233044822050002E9,9.449252608000001E7,1.7997160094900007E9,4.840951126950003E9,1.6599830764899998E9,1.3757511192066686E9,1.1305578940480516E9,2.233044822050002E9,9.449252608000001E7,1.7997160094900007E9,1.7057321639742866E9,1.714196919764653E9,1.709301448292513E9,1.7104702711745703E9,2.1385522959700022E9,5.730617455600023E8,2024-10-03T00:00:00.000Z,3,10,3,0,0,0,0,0,0
2024-10-04,1.60708332719E9,2.233044822050002E9,9.449252608000001E7,1.7997160094900007E9,2.47544306095E9,1.3115402251066682E9,1.0994820483033938E9,2.233044822050002E9,9.449252608000001E7,1.60708332719E9,1.5816807734371438E9,1.6802966987013574E9,1.6581923877412565E9,1.6846235351784277E9,-6.25961494860002E8,-8.683597337599998E8,2024-10-04T00:00:00.000Z,4,10,4,0,0,1,0,0,0
2024-10-05,9.124288934200001E8,1.60708332719E9,2.233044822050002E9,9.449252608000001E7,4.447268275E8,1.5841856808866684E9,6.606056572513585E8,2.233044822050002E9,9.124288934200001E8,1.60708332719E9,1.648495354282858E9,1.6362745521575022E9,1.2853106405806284E9,1.4915748747388208E9,-6.9465443377E8,4.677020659200001E8,2024-10-05T00:00:00.000Z,5,10,5,1,0,0,0,0,0
2024-10-06,3.155936264E7,9.124288934200001E8,1.60708332719E9,2.233044822050002E9,5.17507748E7,8.503571944166676E8,7.895939542452904E8,1.60708332719E9,3.155936264E7,9.124288934200001E8,1.6456108668314292E9,1.6395729610336845E9,6.584350016103142E8,1.1265709967141156E9,-8.808695307800001E8,-2.0191412159999996E7,2024-10-06T00:00:00.000Z,6,10,6,1,0,0,0,0,0
2024-10-07,3.3321357709300027E9,3.155936264E7,9.124288934200001E8,1.60708332719E9,4.840951126950003E9,1.425374675663335E9,1.7090307745564613E9,3.3321357709300027E9,3.155936264E7,9.124288934200001E8,1.4300658159714293E9,1.1858995291110573E9,1.9952853862701585E9,1.6779621902680874E9,3.300576408290003E9,-1.50881535602E9,2024-10-07T00:00:00.000Z,0,10,7,0,1,0,0,0,0
2024-10-08,2.2321860170200005E9,3.3321357709300027E9,3.155936264E7,9.124288934200001E8,1.7997160094900007E9,1.8652937168633354E9,1.6805976992355502E9,3.3321357709300027E9,3.155936264E7,2.2321860170200005E9,1.4918472456185722E9,1.2191652263531344E9,2.1137357016450796E9,1.8165181469560657E9,-1.0999497539100022E9,4.3247000752999973E8,2024-10-08T00:00:00.000Z,1,10,8,0,0,0,0,0,0
2024-10-09,1.5400564079099996E9,2.2321860170200005E9,3.3321357709300027E9,3.155936264E7,9.449252608000001E7,2.3681260652866683E9,9.037404955973843E8,3.3321357709300027E9,1.5400564079099996E9,2.2321860170200005E9,1.6983563715942864E9,1.0543074245071576E9,1.8268960547775397E9,1.747402712194549E9,-6.921296091100008E8,1.4455638818299997E9,2024-10-09T00:00:00.000Z,2,10,9,0,0,0,0,0,0
2024-10-10,1.8994660619200027E9,1.5400564079099996E9,2.2321860170200005E9,3.3321357709300027E9,2.233044822050002E9,1.8905694956166687E9,3.461505606245441E8,2.2321860170200005E9,1.5400564079099996E9,1.8994660619200027E9,1.6507022630042865E9,1.033444228640255E9,1.863181058348771E9,1.7854185496259124E9,3.594096540100031E8,-3.335787601299994E8,2024-10-10T00:00:00.000Z,3,10,10,0,0,0,0,0,0
2024-10-11,9.319168228999999E8,1.8994660619200027E9,1.5400564079099996E9,2.2321860170200005E9,1.60708332719E9,1.4571464309100018E9,4.890740544096112E8,1.8994660619200027E9,9.319168228999999E8,1.5400564079099996E9,1.554249905248572E9,1.0690860846526028E9,1.3975489406243854E9,1.5720431179444342E9,-9.675492390200028E8,-6.751665042900002E8,2024-10-11T00:00:00.000Z,4,10,11,0,0,1,0,0,0
2024-10-12,9.768464488000001E7,9.319168228999999E8,1.8994660619200027E9,1.5400564079099996E9,9.124288934200001E8,9.76355843233335E8,9.017123646672555E8,1.8994660619200027E9,9.768464488000001E7,9.319168228999999E8,1.4378578697428582E9,1.188310337087269E9,7.476167927521927E8,1.2034534996783257E9,-8.342321780199999E8,-8.147442485400001E8,2024-10-12T00:00:00.000Z,5,10,12,1,0,0,0,0,0
2024-10-13,2.8799294520000003E7,9.768464488000001E7,9.319168228999999E8,1.8994660619200027E9,3.155936264E7,3.528002541000009E8,5.02710948824046E8,9.319168228999999E8,2.8799294520000003E7,9.768464488000001E7,1.4374635742971435E9,1.1888550677309806E9,3.8820804363609636E8,9.097899483887442E8,-6.888535036000001E7,-2760068.1199999973,2024-10-13T00:00:00.000Z,6,10,13,1,0,0,0,1,0
2023-06-25,1.9130588439999994E7,1.7329019088000003E8,2.0048017372999995E9,1.0009646237099994E9,2.9432701160000004E7,7.324075055400001E8,1.1046183080676353E9,2.0048017372999995E9,1.9130588439999994E7,1.7329019088000003E8,1.0541449925442854E9,7.466244553677974E8,4.412610462279231E8,7.784204587256737E8,-1.5415960244000003E8,-1.030211272000001E7,2023-06-25T00:00:00.000Z,6,6,25,1,0,0,0,0,0
2023-06-26,2.04435840267E9,1.9130588439999994E7,1.7329019088000003E8,2.0048017372999995E9,1.7795450470699997E9,7.455930606633335E8,1.1274018165474038E9,2.04435840267E9,1.9130588439999994E7,1.7329019088000003E8,1.091975471915714E9,7.946684640381109E8,1.2428097244489615E9,1.0949049447117553E9,2.02522781423E9,2.6481335560000038E8,2023-06-26T00:00:00.000Z,0,6,26,0,1,0,0,0,0
2023-06-27,1.4768967448300002E9,2.04435840267E9,1.9130588439999994E7,1.7329019088000003E8,1.09617979511E9,1.1801285786466668E9,1.0447202655388521E9,2.04435840267E9,1.9130588439999994E7,1.4768967448300002E9,1.14636360759E9,8.079220291704828E8,1.3598532346394808E9,1.1904028947413166E9,-5.674616578399999E8,3.8071694972000027E8,2023-06-27T00:00:00.000Z,1,6,27,0,0,0,0,0,0
2023-06-28,1.4928883800199997E9,1.4768967448300002E9,2.04435840267E9,1.9130588439999994E7,1.3051029652999995E9,1.6713811758400002E9,3.23106703581586E8,2.04435840267E9,1.4768967448300002E9,1.4928883800199997E9,1.1731900954071429E9,8.171364270421188E8,1.4263708073297403E9,1.2660242660609872E9,1.599163518999958E7,1.8778541472000027E8,2023-06-28T00:00:00.000Z,2,6,28,0,0,0,0,0,0
2023-06-29,6.619139761000001E8,1.4928883800199997E9,1.4768967448300002E9,2.04435840267E9,1.0009646237099994E9,1.2105663669833333E9,4.7521418078116137E8,1.4928883800199997E9,6.619139761000001E8,1.4768967448300002E9,1.1247542886057143E9,8.388077956047589E8,1.0441423917148702E9,1.1149966935707405E9,-8.309744039199996E8,-3.390506476099993E8,2023-06-29T00:00:00.000Z,3,6,29,0,0,0,0,0,0
2023-06-30,3.9660567369600005E9,6.619139761000001E8,1.4928883800199997E9,1.4768967448300002E9,2.0048017372999995E9,2.0402863643600004E9,1.7187417668109734E9,3.9660567369600005E9,6.619139761000001E8,1.4928883800199997E9,1.4049335742714288E9,1.3521960024383533E9,2.5050995643374352E9,1.8277617044180555E9,3.3041427608600006E9,1.961254999660001E9,2023-06-30T00:00:00.000Z,4,6,30,0,0,1,0,0,0
2023-07-01,6.7817455769E8,3.9660567369600005E9,6.619139761000001E8,1.4928883800199997E9,1.7329019088000003E8,1.7687150902500007E9,1.90297105493044E9,3.9660567369600005E9,6.619139761000001E8,6.7817455769E8,1.477059912387143E9,1.2874666311431289E9,1.5916370610137177E9,1.5403649177360415E9,-3.2878821792700005E9,5.0488436681000006E8,2023-07-01T00:00:00.000Z,5,7,1,1,0,0,0,0,0
2023-07-02,1.214797617E7,6.7817455769E8,3.9660567369600005E9,6.619139761000001E8,1.9130588439999994E7,1.5521264236066668E9,2.1168827365060625E9,3.9660567369600005E9,1.214797617E7,6.7817455769E8,1.4760623963485715E9,1.2887865132118778E9,8.018925185918589E8,1.158310682344531E9,-6.660265815200001E8,-6982612.269999994,2023-07-02T00:00:00.000Z,6,7,2,1,0,0,0,0,0
2023-07-03,1.7787483544299998E9,1.214797617E7,6.7817455769E8,3.9660567369600005E9,2.04435840267E9,8.230236294300002E8,8.921631937628052E8,1.7787483544299998E9,1.214797617E7,6.7817455769E8,1.4381181037428572E9,1.2730805233010159E9,1.2903204365109293E9,1.3134201003658981E9,1.7666003782599998E9,-2.6561004824000025E8,2023-07-03T00:00:00.000Z,0,7,3,0,1,0,0,1,0
2023-07-04,1.2413193992099998E9,1.7787483544299998E9,1.214797617E7,6.7817455769E8,1.4768967448300002E9,1.0107385766033335E9,9.055908904867412E8,1.7787483544299998E9,1.214797617E7,1.2413193992099998E9,1.4044641972257142E9,1.2749968602565603E9,1.2658199178604646E9,1.2953949250769236E9,-5.3742895522E8,-2.3557734562000036E8,2023-07-04T00:00:00.000Z,1,7,4,0,0,0,1,0,0
2023-07-05,1.09188329785E9,1.2413193992099998E9,1.7787483544299998E9,1.214797617E7,1.4928883800199997E9,1.3706503504966667E9,3.612350657234104E8,1.7787483544299998E9,1.09188329785E9,1.2413193992099998E9,1.3471777569157143E9,1.279362978909978E9,1.1788516078552322E9,1.2445170182701926E9,-1.494361013599999E8,-4.0100508216999984E8,2023-07-05T00:00:00.000Z,2,7,5,0,0,0,0,0,1
2023-07-06,9.037846252699996E8,1.09188329785E9,1.2413193992099998E9,1.7787483544299998E9,6.619139761000001E8,1.07899577411E9,1.6913603136467838E8,1.2413193992099998E9,9.037846252699996E8,1.09188329785E9,1.3817307067971427E9,1.2609038733058825E9,1.0413181165626159E9,1.1593339200201445E9,-1.8809867258000028E8,2.4187064916999948E8,2023-07-06T00:00:00.000Z,3,7,6,0,0,0,0,0,0
2023-07-07,1.3029717561300004E9,9.037846252699996E8,1.09188329785E9,1.2413193992099998E9,3.9660567369600005E9,1.09954655975E9,1.997038696376981E8,1.3029717561300004E9,9.037846252699996E8,1.09188329785E9,1.00128999525E9,5.558158363196186E8,1.1721449363463082E9,1.1952433790476084E9,3.991871308600007E8,-2.66308498083E9,2023-07-07T00:00:00.000Z,4,7,7,0,0,1,0,0,0
2023-07-08,1.0138875075E8,1.3029717561300004E9,9.037846252699996E8,1.09188329785E9,6.7817455769E8,7.693817107166668E8,6.119628561316706E8,1.3029717561300004E9,1.0138875075E8,9.037846252699996E8,9.188920228299999E8,6.469776073240649E8,6.367668435481541E8,9.217797219732063E8,-1.2015830053800004E9,-5.7678580694E8,2023-07-08T00:00:00.000Z,5,7,8,1,0,0,0,0,0
2023-07-09,5.268722501999999E7,1.0138875075E8,1.3029717561300004E9,9.037846252699996E8,1.214797617E7,4.8568257730000025E8,7.082119464020431E8,1.3029717561300004E9,5.268722501999999E7,1.0138875075E8,9.246833440942857E8,6.376220610014522E8,3.4472703428407705E8,7.045065977349046E8,-4.870152573000001E7,4.053924884999999E7,2023-07-09T00:00:00.000Z,6,7,9,1,0,0,0,0,0
2023-07-10,2.463488332010001E9,5.268722501999999E7,1.0138875075E8,1.3029717561300004E9,1.7787483544299998E9,8.725214359266672E8,1.378032912515839E9,2.463488332010001E9,5.268722501999999E7,1.0138875075E8,1.0225033408914287E9,8.176066538577937E8,1.4041076831470392E9,1.1442520313036788E9,2.410801106990001E9,6.847399775800014E8,2023-07-10T00:00:00.000Z,0,7,10,0,1,0,0,0,0
2023-07-11,1.1878836443E9,2.463488332010001E9,5.268722501999999E7,1.0138875075E8,1.2413193992099998E9,1.2346864004433339E9,1.2060818246922605E9,2.463488332010001E9,5.268722501999999E7,1.1878836443E9,1.0148696616185715E9,8.15469814335881E8,1.2959956637235196E9,1.1551599345527592E9,-1.2756046877100012E9,-5.343575490999985E7,2023-07-11T00:00:00.000Z,1,7,11,0,0,0,0,0,0
2023-07-12,1.35045302973E9,1.1878836443E9,2.463488332010001E9,5.268722501999999E7,1.09188329785E9,1.667275002013334E9,6.943154552637132E8,2.463488332010001E9,1.1878836443E9,1.35045302973E9,1.0518081947442858E9,8.253362969863703E8,1.32322434672676E9,1.2039832083470693E9,1.6256938543000007E8,2.585697318800001E8,2023-07-12T00:00:00.000Z,2,7,12,0,0,0,0,0,0
2023-07-13,1.2268962034699996E9,1.35045302973E9,1.1878836443E9,2.463488332010001E9,9.037846252699996E8,1.2550776258333333E9,8.4869580502011E7,1.35045302973E9,1.1878836443E9,1.2268962034699996E9,1.0979669916300004E9,8.24713122921047E8,1.2750602750983796E9,1.209711457127802E9,-1.2355682626000047E8,3.231115781999999E8,2023-07-13T00:00:00.000Z,3,7,13,0,0,0,0,0,0
2023-07-14,1.1370068399799998E9,1.2268962034699996E9,1.35045302973E9,1.1878836443E9,1.3029717561300004E9,1.2381186910599997E9,1.0716471970979527E8,1.35045302973E9,1.1370068399799998E9,1.2268962034699996E9,1.0742577178942857E9,8.202106090686994E8,1.2060335575391898E9,1.1915353028408513E9,-8.988936348999977E7,-1.6596491615000057E8,2023-07-14T00:00:00.000Z,4,7,14,0,0,1,0,0,0
2023-07-15,5.765314853400003E8,1.1370068399799998E9,1.2268962034699996E9,1.35045302973E9,1.0138875075E8,9.801448429300002E8,3.5241712676310784E8,1.2268962034699996E9,5.765314853400003E8,1.1370068399799998E9,1.1421352514071429E9,7.42235196082622E8,8.91282521439595E8,1.0377843484656385E9,-5.604753546399995E8,4.751427345900003E8,2023-07-15T00:00:00.000Z,5,7,15,1,0,0,0,0,0
2023-07-16,2.0100270970000003E7,5.765314853400003E8,1.1370068399799998E9,1.2268962034699996E9,5.268722501999999E7,5.778795320966668E8,5.584545047691594E8,1.1370068399799998E9,2.0100270970000003E7,5.765314853400003E8,1.137479972257143E9,7.502657653104042E8,4.556913962047975E8,7.833633290917288E8,-5.564312143700002E8,-3.2586954049999986E7,2023-07-16T00:00:00.000Z,6,7,16,1,0,0,0,0,0
2023-07-17,1.9547420339899998E9,2.0100270970000003E7,5.765314853400003E8,1.1370068399799998E9,2.463488332010001E9,8.504579301E8,9.959851709033743E8,1.9547420339899998E9,2.0100270970000003E7,5.765314853400003E8,1.0648019296828569E9,6.123774345242761E8,1.2052167150973988E9,1.0762080053162966E9,1.9346417630199997E9,-5.087462980200014E8,2023-07-17T00:00:00.000Z,0,7,17,0,1,0,0,0,0
2023-07-18,1.03724411065E9,1.9547420339899998E9,2.0100270970000003E7,5.765314853400003E8,1.1878836443E9,1.0040288052033334E9,9.677484849857529E8,1.9547420339899998E9,2.0100270970000003E7,1.03724411065E9,1.0432819963042856E9,6.099734018894634E8,1.1212304128736994E9,1.0664670316497225E9,-9.174979233399998E8,-1.5063953364999998E8,2023-07-18T00:00:00.000Z,1,7,18,0,0,0,0,0,0
2023-07-19,1.6311413877399998E9,1.03724411065E9,1.9547420339899998E9,2.0100270970000003E7,1.35045302973E9,1.541042510793333E9,4.653374749078247E8,1.9547420339899998E9,1.03724411065E9,1.6311413877399998E9,1.083380333162857E9,6.419209180352374E8,1.3761859003068495E9,1.2076356206722918E9,5.938972770899998E8,2.8068835800999975E8,2023-07-19T00:00:00.000Z,2,7,19,0,0,0,0,0,0
2023-07-20,9.724982923100002E8,1.6311413877399998E9,1.03724411065E9,1.9547420339899998E9,1.2268962034699996E9,1.2136279302333333E9,3.630235813931476E8,1.6311413877399998E9,9.724982923100002E8,1.03724411065E9,1.0470377744257144E9,6.396388748077507E8,1.174342096308425E9,1.148851288581719E9,-6.586430954299996E8,-2.5439791115999937E8,2023-07-20T00:00:00.000Z,3,7,20,0,0,0,0,0,0
2023-07-21,1.6554861627599998E9,9.724982923100002E8,1.6311413877399998E9,1.03724411065E9,1.1370068399799998E9,1.4197086142700002E9,3.8748673663542104E8,1.6554861627599998E9,9.724982923100002E8,1.6311413877399998E9,1.1211062491085713E9,6.80507087510105E8,1.4149141295342124E9,1.2755100071262891E9,6.829878704499996E8,5.1847932278E8,2023-07-21T00:00:00.000Z,4,7,21,0,0,1,0,0,0
2023-07-22,1.3077957108000001E8,1.6554861627599998E9,9.724982923100002E8,1.6311413877399998E9,5.765314853400003E8,9.195880087166668E8,7.637291216527991E8,1.6554861627599998E9,1.3077957108000001E8,9.724982923100002E8,1.0574274042142856E9,7.565645671697968E8,7.728468503071061E8,9.893273981147168E8,-1.5247065916799998E9,-4.457519142600002E8,2023-07-22T00:00:00.000Z,5,7,22,1,0,0,0,0,0
2023-07-23,1.293903444E7,1.3077957108000001E8,1.6554861627599998E9,9.724982923100002E8,2.0100270970000003E7,5.997349227600001E8,9.162039121233082E8,1.6554861627599998E9,1.293903444E7,1.3077957108000001E8,1.0564043704242857E9,7.582040966238269E8,3.928929423735531E8,7.452303071960377E8,-1.1784053664000002E8,-7161236.530000003,2023-07-23T00:00:00.000Z,6,7,23,1,0,0,0,0,0
2023-07-24,2.1611982644E9,1.293903444E7,1.3077957108000001E8,1.6554861627599998E9,1.9547420339899998E9,7.683056233066669E8,1.2077185227642543E9,2.1611982644E9,1.293903444E7,1.3077957108000001E8,1.085898117625714E9,8.017387911429719E8,1.2770456033867767E9,1.0992222964970284E9,2.14825922996E9,2.0645623041000032E8,2023-07-24T00:00:00.000Z,0,7,24,0,1,0,0,0,0
2023-07-25,1.23467787884E9,2.1611982644E9,1.293903444E7,1.3077957108000001E8,1.03724411065E9,1.1362717258933334E9,1.0775051080994487E9,2.1611982644E9,1.293903444E7,1.23467787884E9,1.114102941652857E9,8.032133543465414E8,1.2558617411133883E9,1.1330861920827713E9,-9.265203855600002E8,1.9743376818999994E8,2023-07-25T00:00:00.000Z,1,7,25,0,0,0,0,0,0
2023-07-26,1.6429219773400002E9,1.23467787884E9,2.1611982644E9,1.293903444E7,1.6311413877399998E9,1.6795993735266669E9,4.643478542621219E8,2.1611982644E9,1.23467787884E9,1.6429219773400002E9,1.1157858830242858E9,8.044885691476077E8,1.449391859226694E9,1.2605451383970785E9,4.0824409850000024E8,1.1780589600000381E7,2023-07-26T00:00:00.000Z,2,7,26,0,0,0,0,0,0
2023-07-27,1.48409045269E9,1.6429219773400002E9,1.23467787884E9,2.1611982644E9,9.724982923100002E8,1.4538967696233337E9,2.0579007474333245E8,1.6429219773400002E9,1.23467787884E9,1.48409045269E9,1.1888704773642857E9,8.1250010914974E8,1.466741155958347E9,1.3164314669703088E9,-1.588315246500001E8,5.115921603799999E8,2023-07-27T00:00:00.000Z,3,7,27,0,0,0,0,0,0
2023-07-28,2.0073757077599993E9,1.48409045269E9,1.6429219773400002E9,1.23467787884E9,1.6554861627599998E9,1.7114627125966666E9,2.682913320171943E8,2.0073757077599993E9,1.48409045269E9,1.6429219773400002E9,1.2391404123642857E9,8.559078721824695E8,1.7370584318591733E9,1.4891675271677313E9,5.232852550699992E8,3.518895449999995E8,2023-07-28T00:00:00.000Z,4,7,28,0,0,1,0,0,0
2023-07-29,3.9540043839999986E8,2.0073757077599993E9,1.48409045269E9,1.6429219773400002E9,1.3077957108000001E8,1.2956221996166666E9,8.223480279476846E8,2.0073757077599993E9,3.9540043839999986E8,1.48409045269E9,1.2769433934099998E9,8.030047369645234E8,1.0662294351295866E9,1.2157257549757984E9,-1.6119752693599994E9,2.6462086731999984E8,2023-07-29T00:00:00.000Z,5,7,29,1,0,0,0,0,0
2023-07-30,2.0693027309999995E7,3.9540043839999986E8,2.0073757077599993E9,1.48409045269E9,1.293903444E7,8.078230578233333E8,1.0556023545630249E9,2.0073757077599993E9,2.0693027309999995E7,3.9540043839999986E8,1.2780511066771429E9,8.009732641350801E8,5.434612312197933E8,9.169675730593487E8,-3.7470741108999985E8,7753992.869999995,2023-07-30T00:00:00.000Z,6,7,30,1,0,0,0,0,0
2023-07-31,3.372590295109999E9,2.0693027309999995E7,3.9540043839999986E8,2.0073757077599993E9,2.1611982644E9,1.2628945869399998E9,1.836630990913697E9,3.372590295109999E9,2.0693027309999995E7,3.9540043839999986E8,1.4511071110642855E9,1.099003781026339E9,1.9580257631648962E9,1.5308732535720115E9,3.351897267799999E9,1.211392030709999E9,2023-07-31T00:00:00.000Z,0,7,31,0,1,0,0,0,0
2023-08-01,1.23558932724E9,3.372590295109999E9,2.0693027309999995E7,3.9540043839999986E8,1.23467787884E9,1.5429575498866665E9,1.6969561696434593E9,3.372590295109999E9,2.0693027309999995E7,1.23558932724E9,1.4512373179785712E9,1.0989739190238311E9,1.5968075452024481E9,1.4570522719890084E9,-2.1370009678699992E9,911448.4000000954,2023-08-01T00:00:00.000Z,1,8,1,0,0,0,0,0,0
2023-08-02,1.0011729911599997E9,1.23558932724E9,3.372590295109999E9,2.0693027309999995E7,1.6429219773400002E9,1.869784204503333E9,1.3067353841266634E9,3.372590295109999E9,1.0011729911599997E9,1.23558932724E9,1.3595588913814282E9,1.107056337055199E9,1.2989902681812239E9,1.3430824517817564E9,-2.3441633608000028E8,-6.417489861800004E8,2023-08-02T00:00:00.000Z,2,8,2,0,0,0,0,0,0
2023-08-03,1.27173964246E9,1.0011729911599997E9,1.23558932724E9,3.372590295109999E9,1.48409045269E9,1.16950065362E9,1.468923510076742E8,1.27173964246E9,1.0011729911599997E9,1.23558932724E9,1.3292230613485713E9,1.105984077124466E9,1.285364955320612E9,1.3252467494513173E9,2.705666513000003E8,-2.1235081023000002E8,2023-08-03T00:00:00.000Z,3,8,3,0,0,0,0,0,0
2023-08-04,1.3866011351699998E9,1.27173964246E9,1.0011729911599997E9,1.23558932724E9,2.0073757077599993E9,1.21983792293E9,1.978864697658126E8,1.3866011351699998E9,1.0011729911599997E9,1.27173964246E9,1.2405409795499997E9,1.066736012580188E9,1.335983045245306E9,1.340585345880988E9,1.148614927099998E8,-6.207745725899994E8,2023-08-04T00:00:00.000Z,4,8,4,0,0,1,0,0,0
2023-08-05,4.1283120645000005E8,1.3866011351699998E9,1.27173964246E9,1.0011729911599997E9,3.9540043839999986E8,1.0237239946933333E9,5.321567341232074E8,1.3866011351699998E9,4.1283120645000005E8,1.27173964246E9,1.2430310892714283E9,1.0644522733059977E9,8.74407125847653E8,1.1086468110232408E9,-9.737699287199998E8,1.743076805000019E7,2023-08-05T00:00:00.000Z,5,8,5,1,0,0,0,0,0
2023-08-06,1.645383357E7,4.1283120645000005E8,1.3866011351699998E9,1.27173964246E9,2.0693027309999995E7,6.052953917299999E8,7.050586883246405E8,1.3866011351699998E9,1.645383357E7,4.1283120645000005E8,1.2424254901657143E9,1.065264498619187E9,4.4543047970882654E8,8.355985666599306E8,-3.9637737288000005E8,-4239193.739999995,2023-08-06T00:00:00.000Z,6,8,6,1,0,0,0,0,0
2023-08-07,1.65176589816E9,1.645383357E7,4.1283120645000005E8,1.3866011351699998E9,3.372590295109999E9,6.936836460600001E8,8.530650366616663E8,1.65176589816E9,1.645383357E7,4.1283120645000005E8,9.965934334585713E8,5.796053808080524E8,1.0485981889344133E9,1.0396403995349479E9,1.6353120645900002E9,-1.720824396949999E9,2023-08-07T00:00:00.000Z,0,8,7,0,1,0,0,0,0
2023-08-08,1.1145088287300003E9,1.65176589816E9,1.645383357E7,4.1283120645000005E8,1.23558932724E9,9.2757618682E8,8.335281918489572E8,1.65176589816E9,1.645383357E7,1.1145088287300003E9,9.792962193857143E8,5.730539579982474E8,1.0815535088322067E9,1.0583575068337109E9,-5.372570694299998E8,-1.2108049850999975E8,2023-08-08T00:00:00.000Z,1,8,8,0,0,0,0,0,0
2023-08-09,1.04234881922E9,1.1145088287300003E9,1.65176589816E9,1.645383357E7,1.0011729911599997E9,1.2695411820366666E9,3.3297682645312107E8,1.65176589816E9,1.04234881922E9,1.1145088287300003E9,9.851784805371429E8,5.735270791185547E8,1.0619511640261034E9,1.0543553349302833E9,-7.216000951000023E7,4.11758280600003E7,2023-08-09T00:00:00.000Z,2,8,9,0,0,0,0,0,0
2023-08-10,1.2215549294400005E9,1.04234881922E9,1.1145088287300003E9,1.65176589816E9,1.27173964246E9,1.1261375257966669E9,9.016721927422714E7,1.2215549294400005E9,1.04234881922E9,1.1145088287300003E9,9.7800923582E8,5.696485177250694E8,1.141753046733052E9,1.0961552335577126E9,1.792061102200005E8,-5.0184713019999504E7,2023-08-10T00:00:00.000Z,3,8,10,0,0,0,0,0,0
2023-08-11,1.7547497976899998E9,1.2215549294400005E9,1.04234881922E9,1.1145088287300003E9,1.3866011351699998E9,1.3395511821166668E9,3.705686512180351E8,1.7547497976899998E9,1.04234881922E9,1.2215549294400005E9,1.0306019018942858E9,6.276959512168672E8,1.448251422211526E9,1.2608038745907843E9,5.331948682499993E8,3.6814866252E8,2023-08-11T00:00:00.000Z,4,8,11,0,0,1,0,0,0
2023-08-12,1.0391336014E8,1.7547497976899998E9,1.2215549294400005E9,1.04234881922E9,4.1283120645000005E8,1.0267393624233335E9,8.424844596487896E8,1.7547497976899998E9,1.0391336014E8,1.2215549294400005E9,9.864707809928572E8,6.864754636898465E8,7.76082391175763E8,9.715812459780883E8,-1.6508364375499997E9,-3.0891784631000006E8,2023-08-12T00:00:00.000Z,5,8,12,1,0,0,0,0,0
